ds,yhat,yhat_lower,yhat_upper
2018-01-02,11.3715480352311,-9.151843215626755,31.12302815359396
2018-01-03,13.472696771524275,-6.763705447901828,34.20965209354159
2018-01-04,14.992475805059172,-4.582804735006513,35.13383904285163
2018-01-05,16.4781397999302,-2.7640134055756307,38.26429560225385
2018-01-08,21.979763119523813,1.2724763889354882,41.31739689425777
2018-01-09,23.18002640486383,4.710538811343004,42.98856436946814
2018-01-10,24.72647678724215,3.928926213943451,45.03572868839892
2018-01-11,25.609726995953153,7.289534314920025,46.585820263165665
2018-01-12,26.390512033614826,5.714275363356226,46.521422789559914
2018-01-16,29.89028923859739,8.705644804225837,49.71102425721623
2018-01-17,30.618053312271698,10.981929545090312,51.21183949262798
2018-01-18,30.705031198267818,11.187948877246324,51.86795328134691
2018-01-19,30.72509183032544,10.353085027066083,52.3857489336109
2018-01-22,31.889812192649103,12.670200808317476,53.16049267624297
2018-01-23,31.742475619650136,11.714464334817848,52.40441818906381
2018-01-24,32.02368380141937,10.890109294729044,52.73650374447329
2018-01-25,31.739674508554373,11.917521025604064,51.93786402828498
2018-01-26,31.463406696604444,12.825929703579316,51.49749319957905
2018-01-29,32.1472319361468,11.471511533170242,52.72283646808019
2018-01-30,31.953399708303486,11.843573017701827,49.85122717930395
2018-01-31,32.230303406744305,12.67528582930503,53.247502106779244
2018-02-01,31.97382255702132,11.829901219832994,52.481056190371284
2018-02-02,31.74599983972123,11.503658278977285,51.503925068119976
2018-02-05,32.59040354769733,12.562043951424425,51.54646499132258
2018-02-06,32.42042666521864,12.610865678846425,52.12252726110831
2018-02-07,32.69106909841436,13.275577380968175,51.30051469039768
2018-02-08,32.39087085676297,12.337934728982086,53.8001727505018
2018-02-09,32.07606181168961,12.650804983678473,52.12681415714353
2018-02-12,32.36757044952651,11.661112998552694,52.4107399739276
2018-02-13,31.914275187090524,11.679111428487007,52.57305395784906
2018-02-14,31.85574258300111,11.897565848323662,50.789375044428326
2018-02-15,31.18524276900272,10.827904163610786,52.27628467394591
2018-02-16,30.465223675135135,10.17122232857589,50.225444636624125
2018-02-20,28.497590328824558,6.8313412686764785,49.5207817089339
2018-02-21,27.988601614019387,7.173071394516816,47.016757124644045
2018-02-22,26.887829205742005,6.72872229249196,48.120932540230264
2018-02-23,25.767225958075805,6.106024788205852,46.65109958801661
2018-02-26,23.77352376923262,3.1959927636780376,44.41519724462925
2018-02-27,22.655737825615425,3.487230501683334,43.042404634041596
2018-02-28,22.005655527813644,2.197801181901188,43.04521999815944
2018-03-01,20.82889284144457,0.2654120722375425,40.45047952565201
2018-03-02,19.698253381424593,-1.77953388035197,39.28436171749871
2018-03-05,18.055211967557298,-2.342934222319249,39.18978389007352
2018-03-06,17.16901343065075,-3.6066902320669048,38.54960467113203
2018-03-07,16.798626931236154,-4.849287295437881,36.999682714789195
2018-03-08,15.942638096170672,-3.8525912735671275,34.33310561159313
2018-03-09,15.166143703301238,-6.085815184902566,35.11599641931857
2018-03-12,14.70381162634026,-5.380386995192923,36.29899567596297
2018-03-13,14.223446141472007,-5.905453709175861,35.013379829339264
2018-03-14,14.252380245065622,-7.159811437348641,35.08105840014555
2018-03-15,13.782641972271428,-6.494844833629031,33.49681155258075
2018-03-16,13.373718715790954,-7.304354268906135,34.91681028452207
2018-03-19,13.862859532391372,-6.492295230394287,34.194088258072625
2018-03-20,13.642344562532017,-6.859607803027961,33.70823083206656
2018-03-21,13.902164554030694,-7.07836547782354,35.006340040288514
2018-03-22,13.635952821610498,-7.671001761027829,32.86333734021548
2018-03-23,13.405859153459932,-7.629120333504844,33.84722689351394
2018-03-26,14.322466243528273,-6.620240714858403,35.43051114775485
2018-03-27,14.223966590278025,-6.73258615823136,34.88360840721665
2018-03-28,14.604135934751081,-5.4306381308675125,34.59184986004634
2018-03-29,14.461644398321338,-4.813111629078815,34.487589862133554
2018-04-02,15.759305283625626,-4.6517327048663,36.77825701718831
2018-04-03,15.856057549707316,-5.037047761623959,35.77227104858289
2018-04-04,16.450092487378257,-3.630873349434384,37.3046991341163
2018-04-05,16.5387644922061,-4.307590296631401,37.77625837253076
2018-04-06,16.6862721698526,-3.1478945421612297,36.23218500486113
2018-04-09,18.864439162407194,-0.8525681153080797,38.180017869914785
2018-04-10,19.216961653736114,-1.776926402335108,38.56198749471204
2018-04-11,20.052361070047546,-0.6054544674088266,39.4913979493998
2018-04-12,20.360045980253464,-0.7890994999167353,39.5560355352933
2018-04-13,20.69609631216516,0.9602932743134855,41.151555249012006
2018-04-16,23.178530747924015,2.825785867967689,42.148064235325165
2018-04-17,23.52202806225464,2.5893905209316355,43.79273058707988
2018-04-18,24.283828569821686,4.006760576199582,45.033291986806375
2018-04-19,24.449603638222705,2.937131277139412,45.27013296907013
2018-04-20,24.573212303402258,4.6397619125963265,45.29921986851422
2018-04-23,25.99829780178284,6.619886785434983,45.88975343924637
2018-04-24,25.859289952013782,5.539867703984101,45.23977812084394
2018-04-25,26.082965431650898,6.06975662318902,47.658027534827895
2018-04-26,25.66314470711057,4.545197883495708,47.90124623273557
2018-04-27,25.163308516930304,3.9087812856602184,45.32401975968823
2018-04-30,24.604737751761824,4.478947017470059,45.482714296576674
2018-05-01,23.808659771572106,4.397919748361297,43.493973270449075
2018-05-02,23.399244445340955,4.262943984997854,44.75835569715432
2018-05-03,22.383340637407446,1.8829961539373155,41.39297200994425
2018-05-04,21.3369169040629,-0.2010230668545995,42.55442497122343
2018-05-07,19.545681511035262,-0.2237249789083002,39.45806925936955
